folder,file name,smoke
20170625-BBM-bm-n-mobo,1498413993_-02400.jpg,0
20170625-BBM-bm-n-mobo,1498414053_-02340.jpg,0
20170625-BBM-bm-n-mobo,1498414113_-02280.jpg,0
20170625-BBM-bm-n-mobo,1498414173_-02220.jpg,0
20170625-BBM-bm-n-mobo,1498414233_-02160.jpg,0
20170625-BBM-bm-n-mobo,1498414293_-02100.jpg,0
20170625-BBM-bm-n-mobo,1498414353_-02040.jpg,0
20170625-BBM-bm-n-mobo,1498414413_-01980.jpg,0
20170625-BBM-bm-n-mobo,1498414473_-01920.jpg,0
20170625-BBM-bm-n-mobo,1498414533_-01860.jpg,0
20170625-BBM-bm-n-mobo,1498414593_-01800.jpg,0
20170625-BBM-bm-n-mobo,1498414653_-01740.jpg,0
20170625-BBM-bm-n-mobo,1498414713_-01680.jpg,0
20170625-BBM-bm-n-mobo,1498414773_-01620.jpg,0
20170625-BBM-bm-n-mobo,1498414833_-01560.jpg,0
20170625-BBM-bm-n-mobo,1498414893_-01500.jpg,0
20170625-BBM-bm-n-mobo,1498414953_-01440.jpg,0
20170625-BBM-bm-n-mobo,1498415013_-01380.jpg,0
20170625-BBM-bm-n-mobo,1498415073_-01320.jpg,0
20170625-BBM-bm-n-mobo,1498415133_-01260.jpg,0
20170625-BBM-bm-n-mobo,1498415193_-01200.jpg,0
20170625-BBM-bm-n-mobo,1498415253_-01140.jpg,0
20170625-BBM-bm-n-mobo,1498415313_-01080.jpg,0
20170625-BBM-bm-n-mobo,1498415373_-01020.jpg,0
20170625-BBM-bm-n-mobo,1498415433_-00960.jpg,0
20170625-BBM-bm-n-mobo,1498415493_-00900.jpg,0
20170625-BBM-bm-n-mobo,1498415553_-00840.jpg,0
20170625-BBM-bm-n-mobo,1498415613_-00780.jpg,0
20170625-BBM-bm-n-mobo,1498415673_-00720.jpg,0
20170625-BBM-bm-n-mobo,1498415733_-00660.jpg,0
20170625-BBM-bm-n-mobo,1498415793_-00600.jpg,0
20170625-BBM-bm-n-mobo,1498415853_-00540.jpg,0
20170625-BBM-bm-n-mobo,1498415913_-00480.jpg,0
20170625-BBM-bm-n-mobo,1498415973_-00420.jpg,0
20170625-BBM-bm-n-mobo,1498416033_-00360.jpg,0
20170625-BBM-bm-n-mobo,1498416093_-00300.jpg,0
20170625-BBM-bm-n-mobo,1498416153_-00240.jpg,0
20170625-BBM-bm-n-mobo,1498416213_-00180.jpg,0
20170625-BBM-bm-n-mobo,1498416273_-00120.jpg,0
20170625-BBM-bm-n-mobo,1498416333_-00060.jpg,0
20170625-BBM-bm-n-mobo,1498416393_+00000.jpg,0
20170625-BBM-bm-n-mobo,1498416453_+00060.jpg,0
20170625-BBM-bm-n-mobo,1498416513_+00120.jpg,0
20170625-BBM-bm-n-mobo,1498416573_+00180.jpg,0
20170625-BBM-bm-n-mobo,1498416633_+00240.jpg,1
20170625-BBM-bm-n-mobo,1498416693_+00300.jpg,1
